check_id,release,stage,section,entity,metric,expected,actual,unit,difference,status,method,source_document,source_page,source_url,notes,release_gate
N0946,FY 2026-27,proposed,Department rows,Environmental Resources Management — Risk Reduction and Resilience,operating budget,8285900000,8285900000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",114,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0947,FY 2026-27,proposed,Department rows,Environmental Resources Management — Risk Reduction and Resilience,capital budget,1561500000,1561500000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",145,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0948,FY 2026-27,proposed,Department rows,Environmental Resources Management — Risk Reduction and Resilience,total budget,9847400000,9847400000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H","114, 145",https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0949,FY 2026-27,proposed,Department rows,Environmental Resources Management — Risk Reduction and Resilience,funded positions,313,313,positions,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",114,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0950,FY 2026-27,proposed,Department rows,Environmental Resources Management — Risk Reduction and Resilience,restated adopted operating,7194600000,7194600000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",114,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0951,FY 2026-27,proposed,Department rows,Environmental Resources Management — Risk Reduction and Resilience,restated adopted positions,279,279,positions,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",114,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0952,FY 2026-27,proposed,Department rows,Solid Waste Management — Risk Reduction and Resilience,source row present,1,1,record,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",145,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0953,FY 2026-27,proposed,Department rows,Solid Waste Management — Risk Reduction and Resilience,operating budget,0,0,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0954,FY 2026-27,proposed,Department rows,Solid Waste Management — Risk Reduction and Resilience,capital budget,3739100000,3739100000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",145,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0955,FY 2026-27,proposed,Department rows,Solid Waste Management — Risk Reduction and Resilience,total budget,3739100000,3739100000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",145,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0956,FY 2026-27,proposed,Department rows,Solid Waste Management — Risk Reduction and Resilience,restated adopted operating,0,0,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0957,FY 2026-27,proposed,Department rows,Water and Sewer — Risk Reduction and Resilience,source row present,1,1,record,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",145,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0958,FY 2026-27,proposed,Department rows,Water and Sewer — Risk Reduction and Resilience,operating budget,0,0,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0959,FY 2026-27,proposed,Department rows,Water and Sewer — Risk Reduction and Resilience,capital budget,48075400000,48075400000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",145,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0960,FY 2026-27,proposed,Department rows,Water and Sewer — Risk Reduction and Resilience,total budget,48075400000,48075400000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",145,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0961,FY 2026-27,proposed,Department rows,Water and Sewer — Risk Reduction and Resilience,restated adopted operating,0,0,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0962,FY 2026-27,proposed,Department rows,Seaport — Risk Reduction and Resilience,source row present,1,1,record,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",145,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0963,FY 2026-27,proposed,Department rows,Seaport — Risk Reduction and Resilience,operating budget,0,0,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0964,FY 2026-27,proposed,Department rows,Seaport — Risk Reduction and Resilience,capital budget,1460900000,1460900000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",145,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0965,FY 2026-27,proposed,Department rows,Seaport — Risk Reduction and Resilience,total budget,1460900000,1460900000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",145,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0966,FY 2026-27,proposed,Department rows,Seaport — Risk Reduction and Resilience,restated adopted operating,0,0,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0967,FY 2026-27,proposed,Department rows,Information and Technology — Risk Reduction and Resilience,source row present,1,1,record,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",145,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0968,FY 2026-27,proposed,Department rows,Information and Technology — Risk Reduction and Resilience,operating budget,0,0,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0969,FY 2026-27,proposed,Department rows,Information and Technology — Risk Reduction and Resilience,capital budget,419000000,419000000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",145,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0970,FY 2026-27,proposed,Department rows,Information and Technology — Risk Reduction and Resilience,total budget,419000000,419000000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",145,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0971,FY 2026-27,proposed,Department rows,Information and Technology — Risk Reduction and Resilience,restated adopted operating,0,0,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0972,FY 2026-27,proposed,Department rows,Non-Departmental — Risk Reduction and Resilience,source row present,1,1,record,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",145,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0973,FY 2026-27,proposed,Department rows,Non-Departmental — Risk Reduction and Resilience,operating budget,0,0,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0974,FY 2026-27,proposed,Department rows,Non-Departmental — Risk Reduction and Resilience,capital budget,22010100000,22010100000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",145,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0975,FY 2026-27,proposed,Department rows,Non-Departmental — Risk Reduction and Resilience,total budget,22010100000,22010100000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",145,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0976,FY 2026-27,proposed,Department rows,Non-Departmental — Risk Reduction and Resilience,restated adopted operating,0,0,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0977,FY 2026-27,proposed,Department rows,General Government Improvement Fund — Risk Reduction and Resilience,source row present,1,1,record,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",114,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0978,FY 2026-27,proposed,Department rows,General Government Improvement Fund — Risk Reduction and Resilience,operating budget,202000000,202000000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",114,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0979,FY 2026-27,proposed,Department rows,General Government Improvement Fund — Risk Reduction and Resilience,capital budget,0,0,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0980,FY 2026-27,proposed,Department rows,General Government Improvement Fund — Risk Reduction and Resilience,total budget,202000000,202000000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",114,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0981,FY 2026-27,proposed,Department rows,General Government Improvement Fund — Risk Reduction and Resilience,funded positions,0,0,positions,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",114,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0982,FY 2026-27,proposed,Department rows,General Government Improvement Fund — Risk Reduction and Resilience,restated adopted operating,0,0,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",114,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0983,FY 2026-27,proposed,Department rows,General Government Improvement Fund — Risk Reduction and Resilience,restated adopted positions,0,0,positions,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",114,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0984,FY 2026-27,proposed,Department rows,Transportation and Public Works — Fiscal Responsibility and Efficiency,source row present,1,1,record,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",144,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0985,FY 2026-27,proposed,Department rows,Transportation and Public Works — Fiscal Responsibility and Efficiency,operating budget,0,0,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0986,FY 2026-27,proposed,Department rows,Transportation and Public Works — Fiscal Responsibility and Efficiency,capital budget,3479600000,3479600000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",144,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0987,FY 2026-27,proposed,Department rows,Transportation and Public Works — Fiscal Responsibility and Efficiency,total budget,3479600000,3479600000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",144,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0988,FY 2026-27,proposed,Department rows,Transportation and Public Works — Fiscal Responsibility and Efficiency,restated adopted operating,0,0,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0989,FY 2026-27,proposed,Department rows,Water and Sewer — Fiscal Responsibility and Efficiency,source row present,1,1,record,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",144,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0990,FY 2026-27,proposed,Department rows,Water and Sewer — Fiscal Responsibility and Efficiency,operating budget,0,0,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0991,FY 2026-27,proposed,Department rows,Water and Sewer — Fiscal Responsibility and Efficiency,capital budget,2585900000,2585900000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",144,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0992,FY 2026-27,proposed,Department rows,Water and Sewer — Fiscal Responsibility and Efficiency,total budget,2585900000,2585900000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",144,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0993,FY 2026-27,proposed,Department rows,Water and Sewer — Fiscal Responsibility and Efficiency,restated adopted operating,0,0,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0994,FY 2026-27,proposed,Department rows,Commission on Ethics and Public Trust — Fiscal Responsibility and Efficiency,source row present,1,1,record,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",115,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0995,FY 2026-27,proposed,Department rows,Commission on Ethics and Public Trust — Fiscal Responsibility and Efficiency,operating budget,403700000,403700000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",115,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0996,FY 2026-27,proposed,Department rows,Commission on Ethics and Public Trust — Fiscal Responsibility and Efficiency,capital budget,0,0,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0997,FY 2026-27,proposed,Department rows,Commission on Ethics and Public Trust — Fiscal Responsibility and Efficiency,total budget,403700000,403700000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",115,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0998,FY 2026-27,proposed,Department rows,Commission on Ethics and Public Trust — Fiscal Responsibility and Efficiency,funded positions,19,19,positions,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",115,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0999,FY 2026-27,proposed,Department rows,Commission on Ethics and Public Trust — Fiscal Responsibility and Efficiency,restated adopted operating,372000000,372000000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",115,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N1000,FY 2026-27,proposed,Department rows,Commission on Ethics and Public Trust — Fiscal Responsibility and Efficiency,restated adopted positions,19,19,positions,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",115,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N1001,FY 2026-27,proposed,Department rows,Information and Technology — Fiscal Responsibility and Efficiency,source row present,1,1,record,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H","115, 144",https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N1002,FY 2026-27,proposed,Department rows,Information and Technology — Fiscal Responsibility and Efficiency,operating budget,28292100000,28292100000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",115,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N1003,FY 2026-27,proposed,Department rows,Information and Technology — Fiscal Responsibility and Efficiency,capital budget,614000000,614000000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",144,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N1004,FY 2026-27,proposed,Department rows,Information and Technology — Fiscal Responsibility and Efficiency,total budget,28906100000,28906100000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H","115, 144",https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N1005,FY 2026-27,proposed,Department rows,Information and Technology — Fiscal Responsibility and Efficiency,funded positions,1080,1080,positions,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",115,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N1006,FY 2026-27,proposed,Department rows,Information and Technology — Fiscal Responsibility and Efficiency,restated adopted operating,29272300000,29272300000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",115,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N1007,FY 2026-27,proposed,Department rows,Information and Technology — Fiscal Responsibility and Efficiency,restated adopted positions,1130,1130,positions,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",115,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N1008,FY 2026-27,proposed,Department rows,Inspector General — Fiscal Responsibility and Efficiency,source row present,1,1,record,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",115,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N1009,FY 2026-27,proposed,Department rows,Inspector General — Fiscal Responsibility and Efficiency,operating budget,908400000,908400000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",115,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N1010,FY 2026-27,proposed,Department rows,Inspector General — Fiscal Responsibility and Efficiency,capital budget,0,0,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N1011,FY 2026-27,proposed,Department rows,Inspector General — Fiscal Responsibility and Efficiency,total budget,908400000,908400000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",115,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N1012,FY 2026-27,proposed,Department rows,Inspector General — Fiscal Responsibility and Efficiency,funded positions,42,42,positions,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",115,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N1013,FY 2026-27,proposed,Department rows,Inspector General — Fiscal Responsibility and Efficiency,restated adopted operating,909100000,909100000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",115,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N1014,FY 2026-27,proposed,Department rows,Inspector General — Fiscal Responsibility and Efficiency,restated adopted positions,42,42,positions,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",115,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N1015,FY 2026-27,proposed,Department rows,Internal Compliance — Fiscal Responsibility and Efficiency,source row present,1,1,record,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H","115, 144",https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N1016,FY 2026-27,proposed,Department rows,Internal Compliance — Fiscal Responsibility and Efficiency,operating budget,7006100000,7006100000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",115,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N1017,FY 2026-27,proposed,Department rows,Internal Compliance — Fiscal Responsibility and Efficiency,capital budget,2230100000,2230100000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",144,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N1018,FY 2026-27,proposed,Department rows,Internal Compliance — Fiscal Responsibility and Efficiency,total budget,9236200000,9236200000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H","115, 144",https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N1019,FY 2026-27,proposed,Department rows,Internal Compliance — Fiscal Responsibility and Efficiency,funded positions,302,302,positions,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",115,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N1020,FY 2026-27,proposed,Department rows,Internal Compliance — Fiscal Responsibility and Efficiency,restated adopted operating,3039200000,3039200000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",115,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N1021,FY 2026-27,proposed,Department rows,Internal Compliance — Fiscal Responsibility and Efficiency,restated adopted positions,170,170,positions,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",115,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N1022,FY 2026-27,proposed,Department rows,Management and Budget — Fiscal Responsibility and Efficiency,source row present,1,1,record,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",115,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N1023,FY 2026-27,proposed,Department rows,Management and Budget — Fiscal Responsibility and Efficiency,operating budget,4944600000,4944600000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",115,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N1024,FY 2026-27,proposed,Department rows,Management and Budget — Fiscal Responsibility and Efficiency,capital budget,0,0,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N1025,FY 2026-27,proposed,Department rows,Management and Budget — Fiscal Responsibility and Efficiency,total budget,4944600000,4944600000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",115,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N1026,FY 2026-27,proposed,Department rows,Management and Budget — Fiscal Responsibility and Efficiency,funded positions,101,101,positions,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",115,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N1027,FY 2026-27,proposed,Department rows,Management and Budget — Fiscal Responsibility and Efficiency,restated adopted operating,6590700000,6590700000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",115,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N1028,FY 2026-27,proposed,Department rows,Management and Budget — Fiscal Responsibility and Efficiency,restated adopted positions,101,101,positions,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",115,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N1029,FY 2026-27,proposed,Department rows,People and Internal Operations — Fiscal Responsibility and Efficiency,source row present,1,1,record,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H","115, 144",https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N1030,FY 2026-27,proposed,Department rows,People and Internal Operations — Fiscal Responsibility and Efficiency,operating budget,37295200000,37295200000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",115,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N1031,FY 2026-27,proposed,Department rows,People and Internal Operations — Fiscal Responsibility and Efficiency,capital budget,3862700000,3862700000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",144,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N1032,FY 2026-27,proposed,Department rows,People and Internal Operations — Fiscal Responsibility and Efficiency,total budget,41157900000,41157900000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H","115, 144",https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N1033,FY 2026-27,proposed,Department rows,People and Internal Operations — Fiscal Responsibility and Efficiency,funded positions,826,826,positions,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",115,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N1034,FY 2026-27,proposed,Department rows,People and Internal Operations — Fiscal Responsibility and Efficiency,restated adopted operating,41527700000,41527700000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",115,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N1035,FY 2026-27,proposed,Department rows,People and Internal Operations — Fiscal Responsibility and Efficiency,restated adopted positions,954,954,positions,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",115,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N1036,FY 2026-27,proposed,Department rows,Strategic Procurement — Fiscal Responsibility and Efficiency,source row present,1,1,record,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H","115, 144",https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N1037,FY 2026-27,proposed,Department rows,Strategic Procurement — Fiscal Responsibility and Efficiency,operating budget,4576200000,4576200000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",115,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N1038,FY 2026-27,proposed,Department rows,Strategic Procurement — Fiscal Responsibility and Efficiency,capital budget,94500000,94500000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",144,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N1039,FY 2026-27,proposed,Department rows,Strategic Procurement — Fiscal Responsibility and Efficiency,total budget,4670700000,4670700000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H","115, 144",https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
